content,published_at,likes,replies,relevance_score,relevance_score_confidence
Free Palestine !!!,2025-09-15 19:52:48.449000+00:00,0,0,2,0.9
"Better get close to china, that would make rhe usa to regret all",2025-09-15 19:52:48.449000+00:00,0,0,3,0.68
brutal,2025-09-15 19:52:48.449000+00:00,0,0,3,0.61
Qatar found out the hard way that Israel runs the show from Washington. You might as well say that the US has no sovereign foreign policy.,2025-09-15 19:52:48.449000+00:00,1,0,4,0.86
"I'd like to know how much trump has been paid for ""making a deal"" like this. Idk much about Qatar but I'd bet the us forced them to keep quiet. With the current info, all parties knew ahead if time. Maybe Qatar gave Hamas leaders a heads up not to be at the office. The least they could do with the us and isntreal pressuring them, potentially.",2025-09-15 19:52:48.449000+00:00,1,0,5,0.88
Make a video on Russia’s drone maneuvers in NATO countries!,2025-09-15 19:52:48.449000+00:00,0,1,1,0.95
Does anybody know any sources that back up the claim that US tankers had to refuel the israeli jets?,2025-09-15 19:52:48.449000+00:00,0,0,5,0.94
"It would be interesting to find out why Qatar wasn't able to use its air defence systems. I saw a lot of online comments saying that it is an evidence that Qatar was secretly in on the operation to kill Hamas, but having the appearance of not being able to do anything about a foreign country bombing and killing people in your own land doesn't seem like a sound plan to me.",2025-09-15 19:52:48.449000+00:00,0,0,5,0.91
If anyone does not like this action should request a BB phone from Israel and wait for a special phone call!,2025-09-15 19:52:48.449000+00:00,1,0,3,0.68
"Poor Qataris - damned if they do and damned if they don’t! The second largest funder of Hamas after Iran, a funder of Al-Qaeda and a country that’s successfully bribed politicians in both the U.S. AND the E.U. - they’re really who needs our sympathy here.",2025-09-15 19:52:48.449000+00:00,1,0,3,0.86
Remember what the mongols did to people who killed their emissaries,2025-09-15 19:52:48.449000+00:00,2,1,3,0.54
"Its extremely clear that the US and Israel want to take over all Palestinian land, whatever it takes to do it.",2025-09-15 19:52:48.449000+00:00,0,0,2,0.82
"Qatar will now move closer to China and Turkey, making the U.S. military in the Middle East more vulnerable. In a way, Israel has only helped by pushing the Arabs closer to each other, as well as to Iran and China. The time is near when the world will respond to the West’s ongoing genocides over the past century. Amen",2025-09-15 19:52:48.449000+00:00,0,0,4,0.83
"I suspect Qatar will continue to host Hamas after this, the main benefit for Qatar was never just successful negotiation/broked deal, Qatar's whole strategy revolve around maintaining oversized relevance, getting bombed by Israel put Qatar into a position of strength, since now it gathers some political brownie point around Arab world.",2025-09-15 19:52:48.449000+00:00,1,0,5,0.88
No peace talks with terr0rists. They should not hold any kind of authority.,2025-09-15 19:52:50.439000+00:00,0,0,4,0.9
USA never had any security guarantees with Qatar,2025-09-15 19:52:50.439000+00:00,3,0,5,0.93
"donald - bibi - kompromat something something or other.. (Tinhat equipped ofc) yikes, scary.",2025-09-15 19:52:50.439000+00:00,0,0,2,0.64
Israel doesn’t want a deal. They want greater Israel. It’s a radical and genocidal society.,2025-09-15 19:52:50.439000+00:00,1,0,3,0.73
"Where do you get your information? It's not a ""conflict""",2025-09-15 19:52:50.439000+00:00,0,0,3,0.62
They just put all the U.S soldiers in danger,2025-09-15 19:52:50.439000+00:00,0,1,4,0.7
"if the messenger doesn't want to get shot, he shouldn't put the enemy behind him and dare someone to take a shot.",2025-09-15 19:52:50.439000+00:00,1,1,4,0.76
Good. Terrorists shouldnt feel save anywhere,2025-09-15 19:52:50.439000+00:00,0,0,4,0.9
Why haven't the Hamas Senior Staff appeared on camera yet if they are alive?,2025-09-15 19:52:50.439000+00:00,0,0,5,0.92
Judas Iscariot.,2025-09-15 19:52:50.439000+00:00,0,0,1,0.6
"Qatar wasn't attacked you ignoramuses, Hamas Headquarters was.",2025-09-15 19:52:50.439000+00:00,0,0,5,0.93
"Seems like Israel is the only side seeking peace.  If the strike would've succeeded in removing these top Hamas negotiators that are blocking the ceasefire from the comfort of Qatar,  we would've been much closer to an agreement.",2025-09-15 19:52:50.439000+00:00,3,2,5,0.93
"The fundamental problem is that Hamas will not release the hostages unless they can remain in power in Gaza, no matter what Qatar, Egypt, the US or anybody else says. The negotiations had failed even before the Israeli strike so in that respect, nothing really changed.",2025-09-15 19:52:50.439000+00:00,1,0,5,0.94
"Reality is this, Hamas are history.",2025-09-15 19:52:50.439000+00:00,0,0,3,0.8
"America doesn’t need guarantee from Qatar

You see Qatar worked v. Hard to destroy all of America enemies in the Middle East

Now there is no body close to Qatar who can stop America
From eating little
Qatar with all its oil, gas and international merits",2025-09-15 19:52:50.439000+00:00,0,0,3,0.56
the british refueler was refuelling a different plane?,2025-09-15 19:52:50.439000+00:00,0,0,4,0.82
Trust a snake but trusting US is an idiotic move.,2025-09-15 19:52:50.439000+00:00,0,0,4,0.82
"The US has never truly incentivized Israel to behave any differently. Add to that American Jewry’s unconditional support (financially, politically, economically, etc..), unregulated and unregistered Israeli lobbying (local, State and Federal). And this is what you get",2025-09-15 19:52:50.439000+00:00,0,0,3,0.7
"Just a little fact check: the map of Israel is incorrect: Petah Tikva is not on the place where it’s indicated. It’s not about the topic, but it influences how trustworthy it.",2025-09-15 19:52:50.439000+00:00,2,0,2,0.92
"Hamas was only in Qatar because the USA ASKED THEM TO HOST HAMAS, So we would have someone to negotiate with. They were bombed for doing what we asked them to do!",2025-09-15 19:52:52.507000+00:00,0,1,5,0.93
seems like the hasbara army is working 24/7 here 😂,2025-09-15 19:52:52.507000+00:00,0,0,2,0.68
"6:08 Yes. The decision makers in the American government and military would have known of a large scale launch of missiles over the Red Sea within ten minutes of occurrence.

The IR signatures would have been easily seen coming from an area that is closely monitored.",2025-09-15 19:52:52.507000+00:00,0,0,5,0.88
I love my country but wish we would STAY OUT of this Middle Eastern mess!,2025-09-15 19:52:52.507000+00:00,0,1,3,0.7
"If it means eliminating Hamas, Israel has the licence to literally attack anywhere.",2025-09-15 19:52:52.507000+00:00,0,0,4,0.92
Israeli terrorism is out of control.,2025-09-15 19:52:52.507000+00:00,2,0,4,0.88
"This was shameful!! The muslim world let Gaza down, now we understood by this act that there is no hope of peace, Hamas will be wiped out of the map by thr Israelis...",2025-09-15 19:52:52.507000+00:00,0,0,4,0.88
Trump baited hamas and US knew it all.. air to air refueling and all yeah americans and the brits knew,2025-09-15 19:52:52.507000+00:00,0,0,5,0.86
Isreal does not obey the Int Law ... they obey and understand only one law .. brute force,2025-09-15 19:52:52.507000+00:00,0,0,3,0.78
All involved,2025-09-15 19:52:52.507000+00:00,0,0,2,0.24
Qatar hosting Hamas that celebrated 9/11 attacks and killed Americans...,2025-09-15 19:52:52.507000+00:00,0,0,3,0.86
"Ah, good, Doha got a taste of their own medicine.  Couldn't happen to ""better"" people.  But, just like the USA who is used to being a bully lately, it won't make any difference.  They believe they get to tell everyone else what to do and how to die.",2025-09-15 19:52:52.507000+00:00,0,0,3,0.86
I don't understand why the U.S. would okay this strike as it serves only Israel. The U.S. security guarantee seems undermined. I hope I am wrong and Trump didn't screw another geopolitical debacle up but he doesn't have a great record.,2025-09-15 19:52:52.507000+00:00,0,0,5,0.93
"Can't say I'd expect too many to cry over some recently deceased Hamas officials, wherever they happen to be residing.",2025-09-15 19:52:52.507000+00:00,1,2,4,0.86
I feel bad that you're bias is showing in this video but this is a war with an unrepentant enemy only happens on unconditional surrender will a ceasefire happen everything else the Killing needs to continue until the last man is standing,2025-09-15 19:52:52.507000+00:00,0,0,3,0.86
all that money and no real form of self defence. Just sitting ducks.,2025-09-15 19:52:52.507000+00:00,0,0,4,0.88
"This was well below your normally high standards. You miss the key aspect here, the loss of trust the Arab states will now have towards America. America allowed or participated in bombing a country where they have a strategic base. The Arabs states won't look to Turkey, they'll look to Russia and China. Extricating themselves from the US will not be easy but they cannot rely on the US anymore. Also, you ignore that Israel does not want peace, it is sabotaging it at every opportunity.",2025-09-15 19:52:52.507000+00:00,0,0,5,0.84
Caspin report with the late report old news,2025-09-15 19:52:52.507000+00:00,0,0,2,0.56
"🎥 Qatar, Islamism & the Gulf Divide

Qatar has long been accused of fueling radical Islam—hosting exiled leaders, financing movements, and using Al Jazeera to steer public opinion. It backed the Muslim Brotherhood, Hamas, even gave shelter to Yasser Arafat.

The Brotherhood’s ideology, and its links with Khomeini’s Iran, show how Sunni and Shia Islamists sometimes align. At the core of this ideology is intolerance—toward Jews, Christians, secular voices, and minorities—promoting division rather than coexistence.

Meanwhile, the UAE and Saudi Arabia see Islamism as an existential threat. They’ve banned the Brotherhood, cut ties with Qatar, and promote a state-controlled, non-political Islam instead.

👉 This isn’t just Gulf rivalry—it’s a clash over the region’s future:
	•	Qatar pushing political Islam and identity politics,
	•	UAE & KSA trying to contain it.",2025-09-15 19:52:52.507000+00:00,0,0,3,0.82
who needs enemy when you have allies like usa,2025-09-15 19:52:52.507000+00:00,0,0,5,0.92
"This  is getting out of hand,I seriously think it's high time the countries involved call for peace, peace is the best solution. These politicians don't care about humans lives. This is affecting the economy especially we business owners. Although ever since I started investing in crypto trading, i do make good profit from it weekly to grow up my business",2025-09-15 19:52:54.767000+00:00,4,8,2,0.92
Israel owns the skies over Iran; why coudn't the attack on Qatar have come from there?,2025-09-15 19:52:54.767000+00:00,0,0,4,0.84
"Thanks. But you didn't mention (maybe you don't know?) that Netanyahu's closest advisors were arrested in Israel 2 months ago for allegedly being paid by Qatar, and that Netanyahu is the one that supported and enabled payments from Qatar to the Hamas in the year before the war started. I'm an Israeli and my government is corrupted to the core. The bombing in Qatar was probably a move by Netanyahu to lower the suspicion in his alleged bribes from Qatar.",2025-09-15 19:52:54.767000+00:00,0,0,4,0.84
"So ""security guarantee"" doesnt mean ""You get a blank cheque if a bomb goes off"" 

It means we will come help if someone tries to overthrow you. Hope this helps. Our guarantees are fine, especially if we're working with the country itself.",2025-09-15 19:52:54.767000+00:00,0,1,5,0.9
Very strange to see that such a trusted Youtube channel has started spreading propaganda… I have literally seen videos and I have heard personally from the people who witnessed the missiles fired over madina city.. which means the f35s didn’t really go all the way to qatar they shot from over thousand km away.. also some of the missiles were even intercepted by saudi air defence theres personal statements and videos of this too.,2025-09-15 19:52:54.767000+00:00,0,2,5,0.92
"I suspect that many Middle Eastern states are reviewing their relationships with the US. Many of the monarchies fear Iran’s. Republicanism. But if the US can’t/won’t help defend their airspace when Israel is doing the attacking, then the ME kingdoms may look to a new allly who will help defend their airspace. My guess would be Turkey or China.",2025-09-15 19:52:54.767000+00:00,0,0,4,0.88
"The US, Israel and Qatar are keeping us occupied while they go about their real goals.",2025-09-15 19:52:54.767000+00:00,0,0,3,0.62
"Qatar sponsored hamas, hizbolla, al qaida, isis.. they r whining when hit by Israel",2025-09-15 19:52:54.767000+00:00,0,0,3,0.74
Qatar is the head of the snake.,2025-09-15 19:52:54.767000+00:00,0,0,3,0.9
Israel is a blood thirsty pariah state,2025-09-15 19:52:54.767000+00:00,1,0,3,0.9
But there were no Israeli jets over Qatar. The missiles that hit that particular building in Doha were lauched from the Red Sea.,2025-09-15 19:52:54.767000+00:00,0,0,5,0.9
"4:47  Why would Israel not just use their own tankers?  Seems like a bit of a stretch to try and imply that US was directly involved.  Not saying we weren't (US citizen here).  But making grasping arguments does not help make you look objective in your analysis.  Besides that, very interesting as always.",2025-09-15 19:52:54.767000+00:00,0,0,5,0.93
"Weird. No mention that Qatar has been directly sponsoring terrorism, Muslim Brotherhood, and Jihad's goals of world dominance while enjoying USA protections. As many times Qatar was told ""Choose one"", Qatar answered ""Yes, sir!"" ... and continued to provide for the USA enemies.  Time and again USA felt insulted, bewildered and stressed out. Time and again Qatar thought how smart they are in milking both cows.",2025-09-15 19:52:54.767000+00:00,0,0,4,0.88
Doha doesn’t exactly get brownie points for sheltering the top Hams leaders for years.  You know - the ones with a net worth of 11b while their people starved on a 500m annual gdp,2025-09-15 19:52:54.767000+00:00,4,0,5,0.9
all the time israel broke the ceasefire and murdered children,2025-09-14 19:52:54.767000+00:00,0,0,2,0.7
"In matters of state craft Qatar is so poor, all it has is money. 😅😅",2025-09-14 19:52:54.767000+00:00,0,0,3,0.78
Arabs society is rooted in failure. Coming from an Arab.,2025-09-14 19:52:54.767000+00:00,0,0,1,0.9
"So far Israel didn't do anything without considering blowback or response... Even if we assume they didn't inform the US or acted roguely, what would Qatar do - 'a strongly worded protest' - in realistic terms, they won't be able to influence the US in any significant way... They are the party that gave good chunk of funds upfront and are bound to loose if they break the relation",2025-09-14 19:52:54.767000+00:00,0,0,5,0.92
"""Nearly half were right-leaning. Such imbalance...""

That's the literal definition of balance...",2025-09-14 19:52:54.767000+00:00,0,1,1,0.62
Expect gas prices - and with it inflation - to begin a rapid ascent.,2025-09-14 19:52:56.829000+00:00,0,0,2,0.66
Thank you,2025-09-14 19:52:56.829000+00:00,0,0,2,0.93
"These Arab rulers and monarchies are Zionist, US puppets they are the shadow of the Zionist-Nazi Entity Regime in Palestine if the shadow ceases to exist then the Zionist-Nazi Entity Regime in Palestine",2025-09-14 19:52:56.829000+00:00,0,0,2,0.62
"Israel has a [illegal] base in the Arabian sea on an Island called Abd_al_Kuri that they occupied together with UAE from Jemen. The distance from there is about 1450km. Using a missile that with 400km range would have reduced the distance to 1050km, which is inside the operational range of an F-35A.

Aerial refueling aboce the Arabian sea or eastern Jemen (which is uninhabited and has no air defense capabilities) could have reduced the distance that the F35 needs to fly w/o refueling to about 350km on way.

Israel may have very well done this on its own, just not from Israel proper, but from Abd_al_Kuri, absolutely.",2025-09-14 19:52:56.829000+00:00,0,0,4,0.88
It’s crazy how our greatest ally is always humiliating us.,2025-09-14 19:52:56.829000+00:00,0,4,4,0.7
"Israel has its own tankers, 7 KC-135.
I was unaware they had air launched ballistic missiles, but if they used those their F-15s would be a better launch platform with 20 nmi more combat range and 11% more thrust to weight than the F-35. Granted, Israel would have to make the assumption no one would try to 3rd party them.",2025-09-14 19:52:56.829000+00:00,0,0,5,0.89
Lol Khaleejis are joke man how can you co-sign this silently and then act like victims smh,2025-09-14 19:52:56.829000+00:00,0,0,4,0.82
from Morocco  long live our staunch ally Israel ....they never betrayed us unlike all the arab states ....Israel is an ally you could count on ...arabs are all talks and no actions except back stabbing......I hope Morocco never joins the proposed pan Arab army if it is in any way meant to be against Israel and its security...,2025-09-14 19:52:56.829000+00:00,2,0,2,0.9
"C’mon. 

Qatar cannot be considered to be an honest broker, while  sheltering HAMAS leadership and finding Islamist terrorists around the world.",2025-09-14 19:52:56.829000+00:00,0,0,5,0.9
Amazing YouTube Channel 🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷,2025-09-14 19:52:56.829000+00:00,0,0,1,0.97
There wont be peace while zionist entity exist and while zionists control USA,2025-09-14 19:52:56.829000+00:00,0,0,3,0.82
"Mediators don't push either side to make a deal, they only facilitate the dialogue between all sides.",2025-09-14 19:52:56.829000+00:00,2,0,3,0.82
"Land thief Zios seem to love this channel. In your overly ambitious Polish painter Benjamin Mileikowsky’s folly, you exposed yourselves to the world as the villains that you are. Now people are looking more into the history of this conflict and realizing “HOLY HELL IT IS ACTUALLY TEXTBOOK COLONIALISM”. Old lies won’t work when people start caring and looking up information, pals.",2025-09-14 19:52:56.829000+00:00,0,0,2,0.9
A friend to all is a friend to none.,2025-09-14 19:52:56.829000+00:00,0,1,3,0.62
Why is Qutar so politically poor? Is this a result of their economic dependency on oil or are there bigger issues?,2025-09-14 19:52:56.829000+00:00,0,0,3,0.62
So what you’re saying is that being a sponsor of terrorism and shunned by its neighbours and the west means that you’re not secure? Shocking.,2025-09-14 19:52:56.829000+00:00,0,0,3,0.86
Israeli missile are really inaccurate.  They missed the Aljazeera headquarters.,2025-09-14 19:52:56.829000+00:00,0,0,3,0.82
You guys guitar is the puppet Master. They have complete control of the oil so they can call any government and tell them to do whatever they want. They give billions to universities they own more land in England than the Queen they advertise on sky News and other news agencies directly and indirectly so the news covers them in a good light. They are the monsters that have caused all of this evil in the world. They are the puppet master's,2025-09-14 19:52:56.829000+00:00,0,1,2,0.42
"Weak material, this feels like news at 6 lol. 
We didn’t click to rehear what was on the news, we clicked for an analysis, and you didn’t provide any.",2025-09-14 19:52:58.740000+00:00,0,0,2,0.9
"Lmfao, Qatar has been harboring terrorists and druglords for years now. If you invite destructive forces, don't be surprised when you get destruction at some point.",2025-09-14 19:52:58.740000+00:00,0,0,4,0.9
"Qatar has sponsored/sheltered Hamas for years, so bears some of the guilt for the October 7 strike and consequences. They are playing all sides of the fence.",2025-09-14 19:52:58.740000+00:00,0,0,4,0.9
"QATAR IS NOT THE MESSENGER, 
BUT WAS ALWAYS AN ACTIVE PARTNER LYING ABOUT BEING NEUTRAL ARBITER",2025-09-14 19:52:58.740000+00:00,0,0,5,0.93
always intresting,2025-09-14 19:52:58.740000+00:00,0,0,1,0.94
It’s time for us Arabs to crash their fucking dollar.,2025-09-14 19:52:58.740000+00:00,0,0,2,0.66
"Dear CASPIANREPORT,
Thank you for another well developed and presented piece. 
I doubt highly the US used the talks as a means to bring HAMAS leadership into the target sights of Netanyahu, as this implies that the US White House had a sophisticated ""plan"". The current US administration does not have such long term thinking or such abilities as the White House staff's current structure was designed for political ""loyalty"" and is geared only for 24 Hour News Headlines, and not for long term or complex geopolitical thinking. Netanyahu has almost a free reign in the region as the current American administration has not created a standard of American expectations or relationships with Israel, or with any other nation state in the region, as it has been too busy dealing with perceived internal threats  Unfortunate as it sounds, the world will have to deal with the interests, or lack of interests in US Polices for the next few years.",2025-09-14 19:52:58.740000+00:00,4,0,5,0.94
"They keep Hamas 15 Billion USD, they wanted this to happen",2025-09-14 19:52:58.740000+00:00,0,0,3,0.56
Does China see an opportunity here?,2025-09-14 19:52:58.740000+00:00,0,0,3,0.62
I'd been unaware of the evidence of US collusion in the strike on Qatar.  Absolutely devastating for US credibility.,2025-09-14 19:52:58.740000+00:00,0,0,5,0.9
"The problem isn't whether Qatar supports Hamas or not (as a ton of people in the comments seem to imply),

The problem is in the precedence this sets for Israel. That it can bomb any country even just for pronouncing it's name wrong, and violate International Law as it wishes. Which only triggers a retaliation from Iran & co. And so and so forth, until the Dominos fall and we are hurling nuclear bombs at each other.

International Laws exist for a reason. The laws were formulated at the end of the last World War, to precisely prevent another World War from reoccurring.

And at this rate, we'll wipe ourselves off the face of the earth in no time.",2025-09-14 19:52:58.740000+00:00,0,0,5,0.9
I did not know the middle east was whole and could be shattered,2025-09-14 19:52:58.740000+00:00,1,0,2,0.52
Wouldn't IFF identify them as friendlies?,2025-09-14 19:52:58.740000+00:00,0,0,5,0.9
Israel is a terror state and we need to wash our hands of them and their ethnic cleansing of the West Bank and ongoing war crimes in Gaza. America First means America First; not Israel First. Burn your Schofield bibles and make AIPAC register under FARA.,2025-09-14 19:52:58.740000+00:00,0,0,3,0.72
Entrusting national security to the U.S. is like entrusting your virgin daughter to Johnny Sins.,2025-09-14 19:52:58.740000+00:00,0,0,5,0.92
Western foreign policy shows Isreal is milking the epstein clients well🤭,2025-09-14 19:52:58.740000+00:00,0,0,2,0.72
A genuinely bad assessment.,2025-09-14 19:52:58.740000+00:00,0,0,3,0.84
"Qatar id dumb nation with so much tech, money",2025-09-14 19:52:58.740000+00:00,0,0,3,0.72
Qatar and Arab world should use chinese Security systems and weapons sooner than later,2025-09-14 19:52:58.740000+00:00,1,0,4,0.82
"Qatar played both sides on America and the west and pushes the Muslim brotherhood with their Al Jazeera. 
They deserve nothing but contempt",2025-09-14 19:52:58.740000+00:00,1,0,3,0.82
"The truce in January didn't just ""collapse"" on its own. It collapsed because Israel violated it. Also, you don't seem to give ant attention to Netanyahu constantly adding poison pills to the deals, even according to American sources. This channel has become an Israeli propaganda tool.",2025-09-14 19:53:01.080000+00:00,0,0,3,0.8
"For years, Qatar has been harbouring terrorists... there!",2025-09-14 19:53:01.081000+00:00,1,1,4,0.88
Trump makes a deal: Doha exiles Hamas to New York City. They become faculty members at Columbia University. No one notices anything.,2025-09-14 19:53:01.081000+00:00,0,0,4,0.82
"I don’t see how the Israeli attack undermines US security guarantees if all sides knew that the US was involved. I guarantee the security of my children, but sometimes I spank them.",2025-09-14 19:53:01.081000+00:00,0,0,5,0.9
"""Nearly half were right-leaning"", sooooo OVER half were left leaning?",2025-09-14 19:53:01.081000+00:00,0,2,1,0.56
Only Iran know the language of the Zionist...,2025-09-14 19:53:01.081000+00:00,2,0,3,0.62
"As we know, history loves People who Ki*L messagers .",2025-09-14 19:53:01.081000+00:00,0,0,3,0.47
"The strike was on Hamas-ISIS leadership, not on Qatar. However, Qatar ""hosts"" or ""hides"" Hamas' leaders, the message is No terrorist is safe anywhere. I believe they got it. 
On the other hand Qatar is a ""wallet"" of the Muslim Brotherhood, Hamas-ISIS is the Muslim Brotherhood, Turkey is the Muslim Brotherhood...🤔",2025-09-14 19:53:01.081000+00:00,0,0,4,0.88
"Every single time Israel was in a process of reconsiliation with Saudi, Hamas jihadists striked. Now, it is reversed.. Israel clearly doesn't want any peace with Hamas.",2025-09-14 19:53:01.081000+00:00,5,0,4,0.8
Israel is a land grab. There will never be peace until Isreal has taken the what it wants,2025-09-14 19:53:01.081000+00:00,0,0,3,0.73
"It amazes me how many people can understand that Vladimir Putin enters into negotiations in bad faith for his own benefit, but is completely unable or unwilling to recognize the same tactic in Hamas.",2025-09-14 19:53:01.081000+00:00,2,0,3,0.82
US Security blanket is now null and void. GCC is on their own. Either the USA dumps Israel or the GCC dumps those US bases from their territories.,2025-09-14 19:53:01.081000+00:00,0,0,5,0.9
Security guarantee is buying Chinese weapons and learn how to use them and maintain them yourself,2025-09-14 19:53:01.081000+00:00,0,0,3,0.76
"This attack was clearly carried out with the agreement, if not assistance of the United States and the tacit acceptance of Qatar. It was a planned hit against Hamas and not their host nation. And the host nation went along with it.",2025-09-14 19:53:01.081000+00:00,0,0,5,0.9
"Last war, Israel will attack all the gulf states , first israel will force the gulf states to take actions against Israeli aggression and when they try to or attack Israel as retaliation isral with the help of us will eliminate the heads of gulf states",2025-09-14 19:53:01.081000+00:00,0,0,3,0.74
Israelis are only so reckless because of US umbrella over them.,2025-09-14 19:53:01.081000+00:00,0,0,5,0.92
If you actively participate in war by hosting the leadership of a warring party you are a belligerent,2025-09-14 19:53:01.081000+00:00,2,0,5,0.93
"US will never stop it's dog israel from biting ppl and can never be trusted as long as it is tamed by israel, no contracts or treaties with US can make you safe from israel, they are the same",2025-09-14 19:53:01.081000+00:00,0,0,5,0.9
The Middle East hasn't been stable or peaceful for 1400 years. Geee I wonder why?,2025-09-14 19:53:01.081000+00:00,3,2,2,0.86
Finally these pathetic arab states that are supporting israhell and US are finding out that their words means nothing. They now feel how the Palestinians feels. These arab nations and their people are the worse in the world and qatar atm is at the bottom. shame on them and I hope you lot keep facing these problem. make deals with the devil and this is what you got.,2025-09-14 19:53:01.081000+00:00,0,0,3,0.78
Israel is just evil,2025-09-14 19:53:03.107000+00:00,0,0,2,0.8
Qatar might be in on it tho. The Qatar elite is on Israel’s side. Iran has antagonized everyone with their proxy attacks.,2025-09-14 19:53:03.107000+00:00,0,0,4,0.86
Very critical of Qatar here and rightly so. Where's the same energy for Israel mate?,2025-09-14 19:53:03.107000+00:00,1,0,4,0.9
"You haven’t mentioned that they attacked populated residential area, they terrorised everyone in Qatar 🇶🇦. You must take side in this. They have shown enough to let people call them pure evils.",2025-09-14 19:53:03.107000+00:00,0,0,3,0.84
Arabs are weak. They don’t stand together in the face of a common enemy like most people. Arabs instead fight with each other to be the first collaborator so they can dominate other Arabs in service of the enemy.,2025-09-14 19:53:03.107000+00:00,0,0,3,0.7
Chexk out uss liberty,2025-09-14 19:53:03.107000+00:00,0,0,3,0.58
"Israel doesn't want peace, like RuZZia it wants an empire.",2025-09-14 19:53:03.107000+00:00,0,0,3,0.78
Sounds like everybody was in on it.,2025-09-14 19:53:03.107000+00:00,0,0,3,0.62
Israelisd said that they shot long range missiles from the Red Sea,2025-09-14 19:53:03.107000+00:00,0,0,4,0.7
Home of Hamas hit 😢,2025-09-14 19:53:03.107000+00:00,1,0,5,0.95
Nice to get more detailed information on what's going on. We don't get that from our major media outlets.,2025-09-14 19:53:03.107000+00:00,0,0,3,0.84
Shoot the Messenger is the calling card of the chosen ones.  RIP CHARLIE,2025-09-14 19:53:03.107000+00:00,0,0,3,0.58
You misspelled “terrorist supporters and the terrorists they hide got whacked publicly”,2025-09-14 19:53:03.107000+00:00,2,0,4,0.9
"Israel is becoming a security liability to the US.
Imagine if Qatar starts demanding the US take sides between Israel and them and if they choose Israel then the US loses access to the air bases and other things in Qatar.",2025-09-14 19:53:03.107000+00:00,0,0,5,0.93
I wonder if Qatar secretly permitted the strike in response to the Iran attack?,2025-09-14 19:53:03.107000+00:00,0,0,5,0.9
thank you,2025-09-14 19:53:03.107000+00:00,0,0,1,0.98
"Messenger? Please. More like funder of Hamas, literally belonging to the same Brotherhood as Hamas, sanctuary city for Hamas, and #1 in Islamist info war and abusing international law. That's not  even going into all the bribes in the West. Just the messenger? You have insulted Qatar😂",2025-09-14 19:53:03.107000+00:00,0,0,5,0.92
or america hid isreal attacks from their equipment...,2025-09-14 19:53:03.107000+00:00,0,0,5,0.8
"Qatar hosting terrorists leaders those how plan October 7 terrorists attack supply them luxury life. 
Also they support financially hamas .",2025-09-14 19:53:05.289000+00:00,0,0,5,0.93
So Israel tells America all late. That they are attacking a country the US protects. Lmao this is a strong example for those that think Israel controls America.,2025-09-14 19:53:05.289000+00:00,0,0,5,0.89
"A quick Google search suggests that Israel operates roughly seven KC-707 tankers under the 120 Squadron, and pictures show them equipped with a flying boom system for refueling. If they have the capacity to refuel their F-35s mid-air, why is it unlikely that they did so themselves for this mission, perhaps after being granted permission to use Saudi airspace of that route was taken?",2025-09-14 19:53:05.289000+00:00,0,0,5,0.93
Thats what im saying for awhile now. Peace talks should be in turkiye,2025-09-14 19:53:05.289000+00:00,0,0,4,0.88
Excellent quality and on point as always 🎉,2025-09-14 19:53:05.289000+00:00,0,0,2,0.9
"Sounds like everybody wanted Hamas taken out 
Including the Qataris",2025-09-14 19:53:05.289000+00:00,0,0,4,0.8
"Arabs in (Qatar) are finally exposed.
That is what will happen when you harbor  dangerous Islamic jihadist terrorists.
Israel sends clear message: Terrorists are now free prey to be hunted worldwide.",2025-09-14 19:53:05.289000+00:00,0,0,5,0.94
"1. Israel used the same flight path they used when bombing Iran, which is over Syria and Iraq to avoid ME countries with more equipped militaries (Jordan and Saudi Arabia).
2. Qatar does not have THAAD systems yet, they purchased some on Trump's latest visit but they are not delivered yet.",2025-09-14 19:53:05.289000+00:00,0,0,5,0.95
Time for America Out in Middle East,2025-09-14 19:53:05.289000+00:00,0,0,4,0.88
We Americans know that Trump is Bibi’s puppet! The Epstein blackmail is in full effect with Trump and the AIPAC financial corruption has our politicians ignoring the aggression by the Bibi regime. Miriam Adelson’s $100 million dollar donation to the Trump campaign bought the rights to the have the capital of America moved to Tel Aviv!,2025-09-14 19:53:05.289000+00:00,0,0,2,0.8
Shooting the messanger was always looked down upon,2025-09-14 19:53:05.289000+00:00,0,0,4,0.68
"Izrahell never wanted and never wants peace. Today its khhhammaas, tomorrow it will be qatar, saudi, and UAE",2025-09-14 19:53:05.289000+00:00,0,0,4,0.9
Time for Middle Eastern countries to learn something from Pakistan and move towards China,2025-09-14 19:53:05.289000+00:00,0,0,3,0.7
Its dangerous to be the enemy of the US but being its friend is fatal,2025-09-14 19:53:05.289000+00:00,0,1,5,0.86
"CaspianReport crying for Qatar. 
Oh, what a joy 😂😂😂😂",2025-09-14 19:53:05.289000+00:00,2,0,2,0.82
"Well, seems like everyone is finding out funding terror groups always blows up in your face...",2025-09-14 19:53:05.289000+00:00,0,0,3,0.62
Efff izrahell,2025-09-14 19:53:05.289000+00:00,0,0,2,0.9
are we seriously pretending that mediation or cease fire was ever a realistic thing?,2025-09-14 19:53:05.289000+00:00,0,0,5,0.95
"One step closer to restoring the Ottoman Empire thanks to the Jews, ironic.",2025-09-14 19:53:05.289000+00:00,0,0,3,0.78
